amount_borrowed,term,borrower_rate,installment,grade,principal_balance,principal_paid,interest_paid,late_fees_paid,days_past_due,default_flag
12000.0,36,0.1099,392.81,B,0.0,12000.0,2003.04,0.0,0,0
3000.0,36,0.1593,105.3674509762649,D,2801.72,198.28,117.83,0.0,122,1
3000.0,36,0.1149,98.92,B,0.0,3000.0,153.67,0.0,0,0
5000.0,36,0.1311,168.74,B,0.0,5000.0,1074.41,0.0,0,0
10000.0,36,0.1433,343.39,C,0.0,10000.0,2365.7,17.17,0,0
4200.0,36,0.0699,129.67,A,0.0,4200.0,316.4,0.0,0,0
7000.0,36,0.1149,230.8,B,4371.68,2628.32,826.93,0.0,29,0
2000.0,36,0.231,77.52372234564379,E,0.0,494.55,419.4242,0.0,0,1
12000.0,36,0.0949,384.34,B,0.0,12000.0,1039.36,0.0,0,0
15000.0,60,0.1335,343.9896373526456,D,13519.11,1480.89,1271.03,0.0,0,0
3200.0,36,0.1825,116.09,E,0.0,3200.0,972.72,0.0,0,0
15600.0,60,0.1399,362.91,C,8364.44,7235.56,4728.35,0.0,60,0
24875.0,36,0.1042,807.57,B,21247.62,3627.38,1203.64,0.0,60,0
10625.0,36,0.151,368.84,C,0.0,10625.0,2653.22,0.0,0,0
8425.0,36,0.1531,293.34,C,2479.07,5945.93,1973.92,0.0,60,0
20000.0,60,0.1672,494.0453922534736,D,0.0,20000.0,5553.69,0.0,0,0
10000.0,36,0.0670999999999999,307.45,A,9748.47,251.53,48.46,0.0,60,0
7000.0,36,0.1699,249.54,D,0.0,7000.0,784.68,0.0,0,0
8000.0,36,0.1259,267.9744783775617,C,0.0,8000.0,1636.3,15.0,0,0
27350.0,60,0.1999,724.46,E,0.0,27350.0,8890.11,0.0,0,0
25000.0,36,0.1149,824.29,B,0.0,25000.0,3431.06,0.0,0,0
7000.0,36,0.1199,232.46673672755944,C,5118.74,1881.26,675.91,0.0,0,0
15575.0,36,0.2098999999999999,586.71,E,0.0,3400.99,2499.48,0.0,790,0
10000.0,36,0.0751,311.1081105622603,A,0.0,10000.0,1042.0,0.0,0,0
15000.0,60,0.1365,346.30794618182904,D,14465.52,534.48,504.45,0.0,0,0
10000.0,36,0.1699,356.48,D,5629.25,4370.75,2027.01,0.0,60,0
25000.0,36,0.0916,796.86,B,0.0,25000.0,1945.88,0.0,0,0
4200.0,36,0.0824,132.08,B,2801.17,1398.83,314.36,0.0,60,0
15000.0,60,0.1224,335.4887633698136,C,0.0,15000.0,3505.29,0.0,0,0
16000.0,36,0.1099,523.75,B,0.0,16000.0,122.11,0.0,0,0
9700.0,36,0.0724,300.58,A,5911.72,3788.28,710.67,0.0,60,0
2000.0,60,0.1704,49.74817727590794,D,1207.63,792.37,700.13,0.0,0,0
20000.0,60,0.1229,447.83,C,8422.97,11577.03,5861.03,0.0,29,0
28000.0,60,0.1399,651.37,C,14055.14,13944.86,8809.57,0.0,60,0
12000.0,60,0.1476,283.9696435930152,D,0.0,1442.59,1397.11,0.0,0,1
17000.0,36,0.0532,511.96,A,0.0,17000.0,1187.4,0.0,0,0
10000.0,36,0.1042,324.65,B,7783.78,2216.22,699.84,0.0,60,0
16925.0,60,0.2818,528.82,G,0.0,835.94,2310.48,0.0,547,0
4000.0,36,0.2566,160.43889172924537,E,0.0,4000.0,1780.59,0.0,0,0
10000.0,60,0.1042,214.55,B,8946.82,1053.18,654.47,0.0,60,0
12000.0,36,0.1105,393.15,B,12000.0,0.0,0.0,0.0,60,0
2200.0,36,0.1479,76.03767373277731,D,0.0,2200.0,215.88,0.0,0,0
18825.0,60,0.1757,473.64,D,0.0,9969.2,8029.12,0.0,272,0
15000.0,60,0.2248,418.38772602574153,E,8044.17,6955.83,8106.21,0.0,0,0
15000.0,36,0.0774,468.2484135193593,B,0.0,15000.0,854.09,0.0,0,0
30000.0,60,0.1261,676.62,C,29273.46,726.54,605.68,0.0,29,0
15000.0,60,0.1261,338.31,C,14636.73,363.27,302.84,0.0,29,0
16550.0,60,0.2274,464.09,E,13146.97,3403.03,5393.77,0.0,60,0
21000.0,60,0.1709,522.93,D,19117.31,1882.69,2280.81,0.0,60,0
15000.0,36,0.1139,493.86,B,9362.6,5637.4,1761.01,0.0,29,0
14000.0,36,0.1499,485.25,C,0.0,14000.0,3425.76,0.0,0,0
15000.0,60,0.1399,348.9460020304155,D,6203.14,8796.86,5161.14,0.0,0,0
20000.0,36,0.109,653.83,B,18570.6,1429.4,507.87,0.0,60,0
16000.0,60,0.1268999999999999,361.52,C,8452.35,7547.65,4298.79,0.0,60,0
12600.0,36,0.0867,398.75,B,0.0,12600.0,996.8,0.0,0,0
4000.0,36,0.1091,130.79,B,2912.82,1087.18,349.09,0.0,60,0
12000.0,60,0.1785999999999999,303.81,D,6915.23,5084.77,4572.1,0.0,29,0
36000.0,36,0.0735,1117.35,A,28669.49,7330.51,1578.89,0.0,29,0
11000.0,36,0.1199,365.31,B,0.0,11000.0,2140.68,0.0,0,0
6000.0,36,0.1259,200.99,C,0.0,6000.0,997.65,0.0,0,0
15000.0,36,0.1367,510.27,C,0.0,15000.0,2428.71,0.0,0,0
10000.0,36,0.0739,310.56,A,3002.85,6997.15,1073.3,0.0,60,0
10000.0,60,0.1561,241.12,D,0.0,2517.82,2295.91,0.0,547,0
15000.0,60,0.231,423.7193197045402,E,0.0,434.88,836.28,0.0,0,1
4800.0,36,0.0721,148.68,A,3568.9,1231.1,267.43,0.0,60,0
18525.0,36,0.1349,628.57,C,9677.1,8847.9,3081.05,0.0,60,0
12000.0,36,0.0699,370.48,A,0.0,12000.0,806.18,0.0,0,0
10000.0,36,0.0985,321.96808908133306,B,8023.88,1976.12,599.64,0.0,0,0
2000.0,36,0.1311,67.49391854782621,C,0.0,2000.0,10.06,0.0,0,0
10000.0,36,0.1505,346.9,C,8628.73,1371.27,701.77,0.0,29,0
2100.0,36,0.1999,78.04,D,1204.83,895.17,504.89,0.0,60,0
15000.0,60,0.1049,322.34,B,0.0,15000.0,3211.61,0.0,0,0
2500.0,36,0.0644,76.5542517325211,A,958.79,1541.21,219.44,0.0,0,0
5000.0,36,0.1443,171.9342416011039,D,0.0,5000.0,858.21,0.0,0,0
12000.0,36,0.0944,384.06,B,10227.49,1772.51,550.74,0.0,29,0
24000.0,60,0.1446,564.18,C,0.0,24000.0,2913.61,0.0,0,0
20000.0,36,0.1416,685.11,C,0.0,20000.0,2179.9,0.0,0,0
2000.0,36,0.1479,69.12515793888846,D,0.0,2000.0,71.32,0.0,0,0
15000.0,36,0.2699,612.2977563714734,F,10910.89,4089.11,3870.79,0.0,0,0
35000.0,60,0.0985,741.0659854306331,B,0.0,35000.0,645.83,0.0,0,0
20000.0,36,0.1169,661.3288470125827,C,16129.72,3870.28,1420.36,0.0,0,0
35000.0,36,0.1499,1213.12,C,0.0,35000.0,5753.7,0.0,0,0
34000.0,36,0.0917,1083.89,B,0.0,34000.0,4927.39,0.0,0,0
20000.0,60,0.1099,434.7487263327896,C,0.0,20000.0,663.42,0.0,0,0
12000.0,36,0.1299,404.2696269791166,C,9417.52,2582.48,1055.95,0.0,0,0
7000.0,36,0.0906,222.7936534941817,B,1126.52,5661.0,908.75,0.0,0,0
4000.0,60,0.2644,120.80603065068324,F,0.0,4000.0,701.4,0.0,0,0
15000.0,36,0.1503999999999999,520.28,C,14331.28,668.72,359.31,0.0,60,0
4000.0,36,0.0670999999999999,122.98,A,3899.39,100.61,19.39,0.0,60,0
15000.0,36,0.1359,509.6825204527536,D,13267.06,1732.94,815.46,0.0,0,0
17600.0,60,0.2274,493.53,E,14641.72,2958.28,4943.81,0.0,60,0
10000.0,36,0.1967,369.9565312792168,E,0.0,10000.0,1678.07,0.0,0,0
4000.0,36,0.1015,129.36,B,0.0,992.46,301.14,0.0,1156,0
15000.0,60,0.1845,384.59,D,14530.97,469.03,669.36,0.0,60,0
2500.0,36,0.2488,99.2409673022395,F,287.33,2212.67,1062.25,0.0,0,0
15000.0,60,0.1406,349.490531777706,C,0.0,15000.0,4099.84,0.0,0,0
10000.0,36,0.1229,333.53,C,0.0,10000.0,627.32,0.0,0,0
20000.0,36,0.1599,703.05,C,12804.24,7195.76,3332.22,0.0,60,0
17600.0,60,0.2,466.3,D,16326.99,1273.01,1971.53,0.0,29,0
10000.0,36,0.1359,339.79,C,4680.6,5319.4,810.74,0.0,29,0
7000.0,36,0.1056,227.72,B,6833.88,166.12,57.49,0.0,60,0
12000.0,60,0.164,294.37320972973816,D,0.0,12000.0,1514.14,0.0,0,0
9600.0,36,0.0789,300.35,A,0.0,9600.0,1173.89,0.0,0,0
35000.0,60,0.12,778.5556689715617,C,0.0,35000.0,6549.28,0.0,0,0
12000.0,36,0.1239,400.82,C,0.0,12000.0,2411.88,0.0,0,0
4650.0,36,0.1099,152.21301483742823,B,0.0,4650.0,478.3599,0.0,0,0
6350.0,36,0.1139,209.07,B,4134.13,2215.87,723.17,0.0,29,0
21000.0,36,0.0532,632.42,A,8565.97,12434.03,1473.0,0.0,60,0
25000.0,36,0.1559,873.88,C,0.0,9029.21,4035.68,43.69,272,0
7000.0,36,0.1041,227.23,B,6496.14,503.86,173.78,0.0,60,0
25000.0,36,0.0819,785.6022544038783,B,0.0,25000.0,3284.18,0.0,0,0
5000.0,36,0.0874,158.39431759713997,B,0.0,4999.26,176.0627,0.0,0,0
20000.0,36,0.1199,664.2,B,0.0,20000.0,3869.06,0.0,0,0
5000.0,36,0.2799,206.79092658329603,F,4035.7,964.3,1073.6,0.0,104,0
30000.0,36,0.0532,903.45,A,22941.71,7058.29,1063.89,0.0,60,0
4050.0,36,0.1139,133.35,B,1862.79,2187.21,443.83,0.0,29,0
13000.0,60,0.0789,262.91,A,4912.0,8088.0,2417.0,0.0,29,0
18000.0,36,0.0993,580.22,B,14152.14,3847.86,783.97,0.0,29,0
10000.0,36,0.1706,356.82595720973177,D,0.0,3820.3,1888.98,0.0,0,1
30000.0,36,0.0739,931.68,A,9008.54,20991.46,3219.9,0.0,60,0
3000.0,36,0.2346,116.8496499400934,E,0.0,3000.0,149.74,0.0,0,0
12000.0,60,0.1278999999999999,271.75,C,8454.64,3545.36,2416.09,0.0,60,0
15000.0,36,0.0917,478.19,B,1412.67,13587.33,2185.3,0.0,60,0
25000.0,36,0.1099,818.35,B,8977.83,16022.17,3609.35,0.0,29,0
12000.0,60,0.1499,285.42,C,9114.08,2885.92,2527.07,0.0,60,0
22800.0,60,0.2606,683.46,G,9154.24,13645.76,16360.46,0.0,60,0
15000.0,36,0.259,603.5605459236409,F,4616.57,9958.56,6322.56,150.9,0,0
10000.0,36,0.0532,301.15,A,6299.1,3700.9,512.24,0.0,60,0
10000.0,60,0.1561,241.12,D,4766.05,5233.95,3670.15,0.0,60,0
7200.0,36,0.1368,244.97,C,0.0,7200.0,1618.54,0.0,0,0
17000.0,36,0.1049,552.47,B,0.0,17000.0,2560.69,0.0,0,0
5750.0,36,0.0724,178.18,A,3366.29,2383.71,389.84,0.0,29,0
15000.0,36,0.1368,510.34,C,0.0,15000.0,3372.07,0.0,0,0
15000.0,60,0.1236,336.4019230743057,C,0.0,15000.0,481.05,0.0,0,0
4000.0,36,0.1399,136.7,C,400.34,3599.66,908.33,0.0,60,0
40000.0,36,0.1091,1307.85,B,33207.69,6792.31,2338.4,0.0,29,0
21000.0,60,0.0999,446.09,B,0.0,21000.0,3338.5,0.0,0,0
15000.0,36,0.1545,523.2915114006179,D,0.0,15000.0,1734.3,0.0,0,0
18350.0,36,0.1239,612.91,C,0.0,18350.0,3701.97,0.0,0,0
7000.0,36,0.1234,233.6385414227634,C,0.0,7000.0,1410.2,0.0,0,0
15000.0,36,0.0736,465.6294107980777,A,0.0,15000.0,1652.75,0.0,0,0
25000.0,36,0.1443,859.6712080055194,D,0.0,21395.25,6056.57,470.57,147,1
32000.0,36,0.1089,1045.972790993024,B,0.0,32000.0,5671.26,0.0,0,0
28000.0,60,0.0746,560.54,A,28000.0,0.0,0.0,0.0,60,0
6250.0,36,0.0749,194.38516047181665,B,0.0,6250.0,608.88,0.0,0,0
35000.0,60,0.1349,805.17,C,28795.32,6204.68,5041.47,0.0,60,0
40000.0,60,0.1452,941.55,C,39542.45,457.55,451.73,0.0,29,0
12000.0,36,0.0735,372.45,A,5420.22,6579.78,277.57,0.0,29,0
15000.0,36,0.1855,546.4335075539694,D,0.0,15000.0,4669.96,0.0,0,0
30725.0,36,0.1007,992.42,B,29990.41,734.59,223.45,0.0,29,0
12000.0,36,0.0649,367.74,A,0.0,1549.05,495.32,15.0,516,0
15000.0,36,0.1335,507.9417135673248,D,12886.62,2113.38,934.26,0.0,0,0
7500.0,36,0.1629,264.7528079147326,D,5199.6,2300.4,1141.35,0.0,0,0
20000.0,60,0.2485,585.27,E,18918.74,1081.26,2402.75,0.0,60,0
30750.0,36,0.1427,1055.0,C,0.0,30750.0,7148.04,0.0,0,0
15000.0,36,0.1905,550.22,D,0.0,4850.11,2852.97,0.0,1490,0
12000.0,36,0.0639,367.19,A,0.0,12000.0,971.43,0.0,0,0
30000.0,60,0.1099,652.1230894991845,C,26879.2,3120.8,2096.16,0.0,0,0
6000.0,36,0.0789,187.72,A,0.0,6000.0,557.13,0.0,0,0
20000.0,36,0.0692,616.82,A,0.0,20000.0,2203.82,0.0,0,0
21000.0,36,0.1229,700.42,C,0.0,21000.0,1926.63,0.0,0,0
11400.0,36,0.0769,355.61,A,0.0,6978.1,1200.93,0.0,790,0
12000.0,36,0.0797,375.88,A,0.0,12000.0,349.93,0.0,0,0
14000.0,36,0.1311,472.46,B,0.0,14000.0,3008.45,0.0,0,0
20000.0,36,0.1199,664.2,B,0.0,20000.0,3884.16,0.0,0,0
10000.0,36,0.201,372.1455563395544,E,0.0,10000.0,3385.6,0.0,0,0
8000.0,60,0.1415,186.768716401792,C,0.0,8000.0,1167.74,0.0,0,0
15000.0,36,0.1199,498.1430072733417,C,11356.85,3237.74,1245.52,0.0,0,0
27000.0,60,0.245,784.6,F,0.0,4363.58,8153.27,0.0,790,0
20000.0,36,0.1335,677.2556180897665,D,0.0,20000.0,14.6301,0.0,0,0
12000.0,36,0.0726,371.96,A,1102.25,10897.75,1372.82,0.0,60,0
12000.0,36,0.1367,408.22,C,2808.62,9191.38,2321.45,0.0,29,0
25025.0,36,0.1213,832.75,B,24445.21,579.79,269.83,0.0,29,0
20000.0,36,0.0735,620.75,A,13279.28,6720.72,1332.7,0.0,60,0
15000.0,36,0.1231,500.4384965433733,C,0.0,4006.68,1498.16,0.0,0,1
20000.0,36,0.1885,731.61,D,0.0,20000.0,6337.7,0.0,0,0
15000.0,36,0.1043,487.04169515359206,B,8085.34,6914.66,1852.06,0.0,488,1
15000.0,60,0.1075,324.27,B,0.0,15000.0,1856.65,0.0,0,0
12000.0,60,0.2599,359.2145927574764,E,9995.89,2004.11,4102.46,0.0,0,0
21000.0,60,0.1757,528.37,D,0.0,903.18,1210.3,0.0,1306,0
11000.0,60,0.1042,236.0,B,10430.71,569.29,361.97,0.0,60,0
6500.0,36,0.2099,244.85456547786683,E,5812.56,687.44,536.81,0.0,5,0
20000.0,36,0.0605,608.8919534747653,A,0.0,19999.99,1704.44,0.0,0,0
30000.0,36,0.0818,942.59,B,0.0,30000.0,3015.35,0.0,0,0
9125.0,36,0.1848999999999999,332.14,D,0.0,9125.0,2668.27,0.0,0,0
14000.0,36,0.1268999999999999,469.63,C,0.0,14000.0,2859.99,0.0,0,0
12500.0,36,0.1198,415.06,B,11620.47,879.53,357.33,0.0,29,0
10000.0,36,0.3049,427.2040417871604,F,7379.61,2390.25,2736.15,0.0,0,0
5300.0,36,0.1798999999999999,191.59,D,3147.02,2152.98,1093.46,0.0,29,0
4800.0,36,0.1007,155.05,B,4800.0,0.0,0.0,0.0,60,0
6400.0,36,0.1049,207.99,B,4146.11,2253.89,654.24,0.0,29,0
10400.0,36,0.1898999999999999,381.18,E,0.0,6266.51,2999.52,19.06,820,0
12475.0,36,0.1299,420.28,C,0.0,4618.49,1676.71,0.0,425,0
8400.0,36,0.0916,267.75,B,0.0,3681.39,866.09,0.0,333,0
9500.0,36,0.0607,289.31,A,8772.57,727.43,137.3,0.0,29,0
5000.0,36,0.0959,160.37518611133763,B,4265.09,734.91,188.99,0.0,0,0
24000.0,60,0.1561,578.68,D,11865.05,12134.95,8772.37,0.0,60,0
13500.0,36,0.0532,406.55,A,3579.13,9920.87,1051.99,0.0,60,0
25000.0,60,0.2344,711.0960442062926,E,0.0,25000.0,13247.97,0.0,0,0
20000.0,36,0.0707,618.19,A,14331.04,5668.96,1123.27,0.0,60,0
6000.0,36,0.1942,221.22,D,5491.34,508.66,363.27,0.0,29,0
27950.0,60,0.1333,640.68,C,0.0,27950.0,7488.52,0.0,0,0
15000.0,36,0.0985,482.9521336219996,B,11855.19,3144.81,838.14,0.0,0,0
18000.0,36,0.1299,606.41,C,3101.63,14898.37,2823.25,0.0,151,0
13500.0,36,0.1017,436.6853113609328,B,2129.32,11370.68,2166.71,0.0,0,0
5000.0,36,0.0799,156.66,A,1800.98,3199.02,549.72,0.0,29,0
10000.0,60,0.1359,230.57,C,8765.17,1234.83,1055.77,0.0,60,0
16000.0,36,0.1159,528.3012200244576,B,0.0,16000.0,3025.52,26.41,0,0
20000.0,36,0.0689,616.5365600075679,A,13250.87,6749.13,1265.89,0.0,0,0
20000.0,60,0.1399,465.27,C,6176.62,13823.38,6368.78,0.0,60,0
25000.0,60,0.1385,579.7639608894668,C,0.0,25000.0,9000.71,0.0,0,0
20000.0,36,0.0624,610.62,A,3597.8,16402.2,1909.47,0.0,60,0
12000.0,36,0.1545,418.6332091204943,D,0.0,12000.0,227.03,0.0,0,0
27500.0,60,0.1699,683.3,D,13821.37,13678.63,10894.21,0.0,60,0
14375.0,36,0.1268999999999999,482.21,C,0.0,14375.0,2974.3,0.0,0,0
9000.0,36,0.1067,293.24396223782594,C,5329.64,3670.36,1041.48,0.0,0,0
25500.0,60,0.1169,563.2468540660033,C,22546.89,2953.11,2116.14,0.0,0,0
10000.0,36,0.1153,329.91,B,0.0,10000.0,1870.97,0.0,0,0
35000.0,60,0.1333,802.29,C,0.0,35000.0,5902.18,0.0,0,0
16000.0,60,0.1261999999999999,360.95,C,14813.07,1186.93,956.33,0.0,60,0
14000.0,36,0.1311,472.46,B,0.0,14000.0,3008.45,0.0,0,0
35000.0,60,0.1199,778.38,B,12114.14,22885.86,10561.17,0.0,60,0
11000.0,36,0.0662,337.75,A,0.0,11000.0,603.75,0.0,0,0
5000.0,36,0.1306,168.62,C,5000.0,0.0,0.0,0.0,60,0
5000.0,36,0.1139,164.6185785939861,B,0.0,5000.0,905.9997,0.0,0,0
6000.0,36,0.1349,203.59,C,2623.42,3376.58,1091.16,0.0,29,0
25000.0,60,0.2033,666.9458730139279,E,0.0,25000.0,5983.68,0.0,0,0
22000.0,36,0.0712,680.51,A,0.0,22000.0,2382.86,0.0,0,0
17550.0,60,0.2098999999999999,474.69,E,0.0,17550.0,9466.34,0.0,0,0
12000.0,60,0.1042,257.46,B,10070.45,1929.55,1153.02,0.0,60,0
8000.0,36,0.0819,251.4,A,0.0,8000.0,1040.78,0.0,0,0
8500.0,36,0.1076,277.3140208534865,C,0.0,8390.77,1437.77,0.0,0,0
9000.0,36,0.0958,288.64,B,9000.0,0.0,0.0,0.0,60,0
6000.0,36,0.1673,213.1109863637097,D,0.0,6000.0,2.7501,0.0,0,0
18000.0,36,0.0917,573.83,B,0.0,18000.0,2639.14,0.0,0,0
35000.0,36,0.1449,1204.57,C,0.0,35000.0,8364.23,0.0,0,0
10000.0,36,0.2499,397.5453721729335,E,0.0,10000.0,433.59,0.0,0,0
8000.0,36,0.0824,251.58,B,0.0,8000.0,803.62,0.0,0,0
4000.0,36,0.1903,146.69,D,3295.78,704.22,467.01,0.0,29,0
19000.0,36,0.0613,579.1366334683087,A,0.0,19000.0,1535.12,0.0,0,0
10000.0,36,0.2185,381.13,D,9181.8,818.2,694.18,0.0,60,0
21600.0,36,0.0824,679.26,B,13826.84,7773.16,1749.31,0.0,29,0
21000.0,36,0.1235,701.02,B,0.0,21000.0,3898.78,0.0,0,0
9500.0,60,0.2185,261.5700982323347,E,8742.23,757.77,1334.79,0.0,0,0
18000.0,60,0.1505,428.7,C,16959.48,1040.52,1065.36,0.0,90,0
17975.0,36,0.1823999999999999,652.01,D,0.0,17975.0,5493.91,0.0,0,0
15500.0,36,0.0898,492.7515909319545,B,0.0,15500.0,7.6269,0.0,0,0
12000.0,36,0.077,374.3778484153639,B,0.0,12000.0,392.25,0.0,0,0
28100.0,36,0.2274,1083.94,E,0.0,3467.19,3000.26,0.0,302,0
21000.0,60,0.1785999999999999,531.67,D,0.0,21000.0,6956.8,0.0,0,0
10000.0,36,0.0899,317.9507873630305,B,9512.48,487.52,148.38,0.0,0,0
4850.0,36,0.1999,180.22,D,0.0,4850.0,72.71,0.0,0,0
10000.0,36,0.2,371.64,D,8261.3,1738.7,1212.2,0.0,60,0
15000.0,36,0.1561,524.48,C,0.0,15000.0,754.57,0.0,0,0
6000.0,36,0.1407,205.27,C,5728.58,271.42,129.74,0.0,29,0
25000.0,36,0.1229,833.83,C,0.0,25000.0,4353.04,0.0,0,0
6500.0,36,0.1359,220.87,C,5746.84,753.16,356.1,0.0,29,0
20000.0,36,0.2185,762.2579462319527,E,15674.62,3862.59,2997.75,0.0,0,0
4000.0,36,0.0726,123.99,A,728.22,3271.78,446.31,0.0,60,0
33400.0,36,0.1274,1121.2,C,0.0,33400.0,3388.37,0.0,0,0
3025.0,36,0.1408,103.51,C,0.0,3025.0,34.24,0.0,0,0
25000.0,60,0.1861,643.1607704517396,E,0.0,25000.0,2365.13,0.0,0,0
8000.0,36,0.1274,268.56,C,4598.59,3401.41,1155.97,0.0,60,0
15000.0,36,0.1859,546.7358484676764,D,13361.83,1638.17,1095.53,0.0,0,0
7775.0,36,0.1261,260.52,C,7596.18,178.82,76.25,0.0,60,0
36400.0,36,0.0944,1164.98,B,26345.76,10054.24,2741.45,0.0,60,0
15000.0,60,0.1346,344.83866063270824,C,0.0,3028.92,2458.52,17.24,0,1
40000.0,36,0.0944,1280.2,B,30929.17,9070.83,2372.66,0.0,29,0
3000.0,36,0.0631,91.6877903503918,A,0.0,3000.0,282.5,0.0,0,0
15000.0,36,0.1076,489.3776838590938,C,0.0,15000.0,2623.72,0.0,0,0
10000.0,60,0.1765,252.03412731396816,D,0.0,10000.0,1362.68,0.0,0,0
10000.0,36,0.1285,336.21748059770283,C,0.0,10000.0,619.02,0.0,0,0
15000.0,36,0.1261999999999999,502.67,C,9585.37,5414.63,1596.38,0.0,29,0
15000.0,36,0.0949,480.43,B,6343.15,8656.85,1960.05,0.0,60,0
35000.0,60,0.2814,1092.72,G,0.0,35000.0,34.21,0.0,0,0
15600.0,36,0.0789,488.06,A,1921.84,13678.16,1935.61,0.0,60,0
20000.0,36,0.0799,626.64,A,10040.38,9959.62,1928.78,0.0,60,0
12000.0,60,0.1798999999999999,304.66,D,9443.93,2556.07,2863.03,0.0,60,0
16000.0,60,0.2557,474.99,F,0.0,3922.72,7002.05,0.0,912,0
10000.0,60,0.2344,284.43841768251707,E,5480.62,4519.38,5705.46,15.0,122,1
18000.0,36,0.1859,656.0830181612117,D,10.36,17989.64,1324.99,0.0,0,0
30000.0,60,0.1499,713.55,C,10313.09,19686.91,11818.83,35.68,60,0
9000.0,36,0.0975999999999999,289.4,B,0.0,9000.0,953.06,0.0,0,0
23900.0,60,0.2606,716.43,G,0.0,2178.53,4985.77,0.0,1186,0
27200.0,60,0.1757,684.36,D,0.0,27200.0,6119.33,0.0,0,0
21000.0,60,0.0943,440.33,B,20447.22,552.78,388.4,0.0,29,0
7000.0,36,0.0670999999999999,215.22,A,6646.86,353.14,72.08,0.0,60,0
2500.0,36,0.0712,77.32998083553886,A,529.23,1970.77,271.8,0.0,0,0
5000.0,36,0.1572,175.09476443716412,D,2226.28,2773.72,1078.26,0.0,0,0
6400.0,36,0.1229,213.46,C,0.0,6400.0,1280.15,0.0,0,0
12000.0,36,0.0967,385.35,B,0.0,12000.0,1872.59,0.0,0,0
15000.0,36,0.0749,466.52438513236,A,12129.18,2870.82,595.7,0.0,0,0
7200.0,36,0.1265,241.38444574423667,C,2251.35,4721.84,899.48,0.0,0,0
8500.0,36,0.1049,276.24,B,5278.4,3221.6,912.09,0.0,29,0
17000.0,60,0.1153,374.14,B,8279.16,8720.84,4379.5,0.0,29,0
4200.0,36,0.1261999999999999,140.75,C,3605.06,594.94,258.4,0.0,60,0
20000.0,60,0.103,427.8991554127845,C,15627.61,4372.39,2474.01,0.0,0,0
2900.0,36,0.0613,88.39453879253134,A,0.0,2900.0,86.5,0.0,0,0
20000.0,60,0.1399,465.261336040554,D,0.0,8277.76,5261.45,46.29,0,1
10000.0,36,0.2744,410.6163489954122,E,9461.27,538.73,450.35,0.0,0,0
17000.0,36,0.1545,593.0637129207003,D,0.0,3959.19,1971.41,0.0,0,1
25000.0,36,0.1042,811.62,B,2991.7,22008.3,1281.81,0.0,60,0
4000.0,36,0.2544,159.97162404525116,E,3771.77,228.23,251.68,0.0,0,0
18000.0,36,0.0796,563.7224871315078,A,11988.52,6011.48,1316.88,0.0,641,1
5000.0,36,0.1049,162.49,B,1843.75,3156.25,740.6,0.0,60,0
14000.0,36,0.1199,464.94,C,3557.44,10442.56,2557.11,0.0,29,0
20000.0,60,0.1147,439.56,B,1834.86,18165.14,3361.12,0.0,29,0
30000.0,36,0.1229,1000.59,C,0.0,30000.0,2630.91,0.0,0,0
1000.0,36,0.1349,33.94,C,577.39,422.61,155.58,0.0,60,0
24000.0,36,0.1159,792.4518300366864,C,0.0,24000.0,2810.52,0.0,0,0
9000.0,36,0.0672,276.75,A,8086.97,913.03,187.25,0.0,60,0
4000.0,36,0.2999,169.78439893407216,G,3630.0,370.0,478.9,0.0,0,1
8000.0,36,0.1235,267.06,B,0.0,8000.0,1613.89,0.0,0,0
13000.0,60,0.1602,316.28,C,11155.71,1844.29,1939.5,0.0,60,0
21500.0,36,0.1091,702.97,B,19442.15,2057.85,741.0,0.0,60,0
9325.0,36,0.0749,290.03,A,0.0,9325.0,870.81,0.0,0,0
9500.0,60,0.198,250.63587418196929,D,0.0,9500.0,5408.5866,0.0,0,0
10000.0,60,0.2045,267.4489167948738,D,5911.41,4088.59,4464.2073,0.0,122,0
5000.0,36,0.1077999999999999,163.18,B,0.0,5000.0,432.15,0.0,0,0
7500.0,36,0.1535,261.277276720795,D,0.0,7500.0,1891.05,0.0,0,0
21100.0,60,0.1699,524.28,D,14707.01,6392.99,6169.81,0.0,29,0
30000.0,36,0.1797,1084.1204352687892,D,0.0,30000.0,8785.31,0.0,0,0
10000.0,36,0.1075,326.21,B,3106.76,6893.24,1576.28,0.0,60,0
24000.0,36,0.079,750.97,A,0.0,24000.0,2969.82,0.0,0,0
8000.0,36,0.163,282.4425853929252,D,0.0,3731.97,1634.39,0.0,0,1
7400.0,36,0.3017,314.84,F,0.0,7400.0,1618.23,0.0,0,0
31175.0,60,0.2557,925.48,F,0.0,31175.0,11256.44,0.0,0,0
20000.0,36,0.2145,758.14,D,0.0,20000.0,2658.82,113.73,0,0
25000.0,36,0.0809,784.4475208576149,A,0.0,25000.0,3223.3,0.0,0,0
8650.0,36,0.1629,305.35,D,0.0,8650.0,1236.17,15.2700000079,0,0
5000.0,36,0.1285,168.11,B,0.0,4028.14,1015.16,0.0,728,0
35000.0,60,0.1499,832.47,C,28993.78,6006.22,5619.21,0.0,29,0
19775.0,36,0.1274,663.83,C,11904.92,7870.08,2765.2,0.0,60,0
20000.0,36,0.0532,602.3,A,10397.82,9602.18,1251.05,0.0,29,0
8000.0,36,0.0819,251.4,A,0.0,8000.0,503.87,0.0,0,0
